,sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
10875,Jerome enjoyed watching his favorite movies on his new television.,1,1,0,1,0,0,0,0
10876,The stylist did an awful job.,0,0,0,0,1,1,0,0
10877,Tommy took his girlfriend on a weekend getaway.,1,1,0,0,0,0,0,0
10878,Kelly was so upset.,0,0,0,1,0,1,0,0
10879,"Bill would wait and watch the victims of his pranks, laughing.",1,1,0,0,0,0,0,0
10880,We went to the car lot to check it out.,1,1,0,0,0,0,1,0
10881,"Finally, Gwen's hair was tamed into position.",1,0,0,0,0,0,0,0
10882,It turns out that his family would come to see him instead.,0,1,0,0,0,1,1,0
10883,So he decided to change sports.,0,0,0,0,0,1,0,0
10884,Keith was fed up with the situation.,0,0,0,1,1,0,0,1
10885,The television said a tornado was coming.,0,1,1,1,0,0,0,0
10886,Dave baked his first cake.,1,1,0,1,0,0,1,0
10887,"One day, Jerry decided that he would make something of himself.",0,1,0,0,0,0,0,0
10888,She like most flavors except for sour things.,0,0,0,0,0,0,0,0
10889,Me and my mom went to walmart.,1,0,0,0,0,0,1,0
10890,Sara was able to enjoy her trip very much!,1,1,0,0,0,0,0,0
10891,So he spent a fortune re-rigging his ship for crabs.,0,1,0,0,0,0,0,0
10892,"Luckily, one of her favorite teachers had a spot open.",1,1,0,0,0,0,0,0
10893,Her boyfriend was stealing cable!,0,1,1,0,1,0,0,0
10894,Kelly immediately was upset.,0,0,1,1,1,1,0,1
10895,It was almost time to return to her classroom.,1,0,0,0,0,0,1,0
10896,I stopped at a blockbuster video store.,1,1,0,1,0,0,1,0
10897,They both had a wonderful time at the play.,1,1,0,0,0,0,1,0
10898,It would require close to $500 of work.,0,1,0,1,1,1,0,0
10899,She searched all over town to find one.,0,1,0,0,0,0,0,0
10900,Dean had to wait for his wife to get home to get down from the roof.,1,0,0,1,0,0,1,0
10901,"However, she became way too picky and annoying.",0,1,0,1,1,0,0,1
10902,"When it came, he was surprised.",1,0,0,1,0,0,0,0
10903,Everyday after school we would all get together and play football.,1,1,0,0,0,0,1,0
10904,He apologized to the man for making noise.,0,1,1,1,0,1,0,0
10905,He worked hard at practice every day after school.,1,1,0,0,0,0,0,0
10906,He always wanted a huge collection.,1,1,0,0,0,0,0,0
10907,Today on my way to work I did see Old Joe.,1,0,0,0,0,0,1,0
10908,He was getting pushed into the lockers everyday.,0,0,1,0,1,1,0,0
10909,She was miserable the whole time on this camping trip.,0,0,0,0,1,1,0,1
10910,She was working at the store.,0,1,0,0,1,1,0,0
10911,Dan loves Christmas.,1,1,0,0,0,0,1,0
10912,"I fed her, and she ate well.",1,1,0,0,0,0,1,0
10913,I was very worried about studying abroad in Mexico.,0,1,1,1,0,0,0,0
10914,The last time I went I caught three foul balls.,1,0,0,0,0,0,0,0
10915,Billy stood in the middle of the field nervously.,0,1,1,0,0,0,0,0
10916,Denis promised his daughter that she was the bravest kid.,1,1,0,0,0,0,1,0
10917,His first year as basketball coach the team won the championship.,1,0,0,0,0,0,0,0
10918,Sally was so excited because today was the day the package would come.,1,1,0,0,0,0,0,0
10919,Jill was at the zoo.,1,1,0,1,0,0,1,0
10920,Lonnie had the biggest crush on Lorrie.,1,1,0,1,0,0,1,0
10921,I had to send it off to the cleaners.,0,0,0,0,1,1,0,0
10922,"They didn't mind dressing like their dates, but not like each other.",0,1,1,1,1,1,0,1
10923,Mike soon realized he had soiled his adult size diaper.,0,0,1,0,0,1,0,1
10924,Amy and Beth were fighting and no longer speaking.,0,0,0,0,1,0,0,1
10925,"She thinks the water is so pretty, and she loves to splash.",1,0,0,0,0,0,0,0
10926,She blamed me and I blamed myself.,0,0,0,0,1,1,0,1
10927,The bartender cut them off for being so loud.,0,0,0,0,1,0,0,0
10928,For a whole week Mike helped him.,1,1,0,1,0,0,1,0
10929,"She followed the recipe exactly, but the cake fell flat.",0,0,0,0,0,1,0,0
10930,His producer was very confused by the broadcast when it aired.,0,0,0,1,1,0,0,0
10931,She had never done it before.,0,1,1,1,0,0,0,0
10932,He sang along to the song.,1,0,0,0,0,0,0,0
10933,Fred would often leave his house without a note.,0,0,0,0,0,0,0,0
10934,"When he came to the checkout, he took out his credit card.",1,1,0,0,0,0,1,0
10935,He decided to make an account for an online dating website.,1,1,0,1,0,0,1,0
10936,I gave their baby a gift and introduced myself as her uncle.,1,1,0,0,0,0,1,0
10937,He told them that he was lost.,0,0,1,0,0,1,0,0
10938,He finally found the perfect one.,1,0,0,0,0,0,0,0
10939,"If there was none to do, she had to read.",0,0,0,0,0,0,0,1
10940,"It said a Macbook Pro was for sale, only three hundred dollars.",1,1,0,0,0,0,0,0
10941,The flight left on time and arrived early.,1,0,0,0,0,0,1,0
10942,Devin did everything he could to get noticed by her sister.,0,1,0,0,0,1,0,0
10943,Gordon and his girlfriend both made doctor's appointments.,0,0,1,1,0,1,0,1
10944,One day I saw a group of other cub scouts that my group did not like.,0,0,0,0,1,0,0,1
10945,"Suddenly, My friends came back to help me clean everything.",1,0,0,1,0,0,1,0
10946,Javier finds Judo very difficult at first.,0,0,1,0,0,1,0,1
10947,The police got involved to help locate the kids.,0,1,0,1,0,0,0,0
10948,"She called the store, but they claimed they didn't have her card.",0,1,1,1,1,1,0,1
10949,He watched the tv.,1,0,0,0,0,0,0,0
10950,Sabrina regrets becoming famous.,0,0,1,0,1,1,0,1
10951,He asked his friend what he should do.,1,1,0,0,0,0,1,0
10952,Her mom took her temperature and found out that she had a fever.,0,0,1,1,0,1,0,0
10953,"She sipped, then swigged, from the glass bottle.",1,0,0,1,0,0,1,0
10954,He told his wife he needs to get a second job.,0,1,1,1,0,1,0,1
10955,It was a great solution to his snow cone problem.,1,1,0,0,0,0,0,0
10956,Aaron took a bus ride home.,0,1,0,0,0,0,0,0
10957,One day be noticed that water was missing from it.q,0,0,0,0,0,0,0,0
10958,Lex trains to become the best.,1,1,0,0,0,0,0,0
10959,Tom bought it immediately.,1,1,0,1,0,0,1,0
10960,He felt that it was energy-efficient and quick.,1,0,0,0,0,0,1,0
10961,Travis was scared to get in trouble.,0,1,1,1,0,0,0,0
10962,"One day he hurt himself in his studio, and called an ambulance.",0,0,1,1,1,0,0,0
10963,"Several months later, Brandon was arrested was selling drugs.",0,1,1,1,0,1,0,1
10964,They even played the game after dark and in unfamiliar places.,1,1,0,1,0,0,1,0
10965,So after she warmed up she had to go get them.,0,1,0,0,0,0,0,0
10966,He needed some cause he was inviting his friends later.,1,0,0,0,0,0,0,0
10967,She worked hard to prepare an audition piece to sing.,0,1,0,0,0,0,1,0
10968,Jose accepted Joanne's tea with a smile and happy heart.,1,0,0,0,0,0,0,0
10969,She told me not to lose it.,1,0,0,0,0,0,1,0
10970,"But around midnight, Norman started screaming.",0,0,1,1,0,0,0,0
10971,They saved the fruit snacks for last!,1,1,0,0,0,0,1,0
10972,Beth was walking her dog through the neighborhood.,1,0,0,0,0,0,1,0
10973,And I decided to go through a neighborhood I was unfamiliar with.,1,1,0,1,0,0,1,0
10974,David was very clever.,1,0,0,0,0,0,1,0
10975,His attention was immediately diverted by a computer game.,0,0,0,0,0,0,0,0
10976,So he decided to buy a used one from someone online.,1,1,0,1,0,0,1,0
10977,She mostly walked around watching people have fun.,1,1,0,1,0,0,1,0
10978,Sara had a pet dog.,1,0,0,0,0,0,1,0
10979,He rushes over to help.,0,1,1,1,0,0,0,0
10980,She wanted to use pay-per-click ads to make money on it.,1,1,1,1,0,0,1,0
10981,Tim always leaves a mess on his bus.,0,0,0,0,0,0,0,0
10982,I love the band Metallica.,1,0,0,0,0,0,1,0
10983,Brian gave his axe to Sam.,1,0,0,0,0,0,1,0
10984,His pen ran out of ink.,0,0,0,1,1,0,0,0
10985,She wanted to sing but was very nervous about performing.,0,1,1,0,0,0,0,0
10986,We voted on whether or not to leave Chinatown.,0,1,1,0,0,0,0,0
10987,The apartment began to go on fire.,0,1,1,1,0,1,0,0
10988,Lisa decided to get both of the puppies instead of one.,1,1,0,0,0,0,1,0
10989,"The workers decided to unionize, and elected Diane union president.",1,1,0,0,0,0,1,0
10990,Seagulls came and started chasing them away!,0,0,0,0,1,0,0,0
10991,It was a good way to save gas.,1,1,0,0,0,0,0,0
10992,Andy recently felt he needed a walking companion.,0,1,0,0,0,0,0,0
10993,Jake never worried about his phone's battery status.,1,0,0,0,0,0,1,0
10994,"Just before Easter, Penelope got her wish -- a sister named Sadie.",1,0,0,1,0,0,0,0
10995,"Suddenly, she realized that the pianist was her school teacher.",1,0,0,1,0,0,1,0
10996,She purchased a hot dog and some candy from the attendants and ate.,1,1,0,1,0,0,0,0
10997,I decided to start a food fight.,1,1,0,1,0,0,0,0
10998,John likes cars.,1,0,0,0,0,0,0,0
10999,It was too frustrating to work.,0,0,0,0,1,0,0,1
11000,Amy was going to visit her friend who just moved.,1,1,0,0,0,0,0,0
11001,Then I met my fiancee at the lawyer's office.,1,1,0,1,0,0,0,0
11002,Roan put his arm in a cast and skated away.,0,1,0,1,0,1,0,0
11003,The music then changed to a slow song.,1,1,0,1,0,0,0,0
11004,She called out for help.,0,0,1,0,0,1,0,0
11005,A new girl moved into the apartment across from Quinton's.,1,0,0,1,0,0,0,0
11006,When they caught me reading a book they forced me to pray all day.,0,0,0,0,1,1,0,1
11007,"Just then, Bethany walked in and told him it was my fault she was there.",0,0,0,1,1,0,0,0
11008,But one puppy is weak and unconscious.,0,1,1,1,0,1,0,0
11009,He took his surfboard from the truck.,1,1,0,0,0,0,0,0
11010,She realized she would like this new school.,1,1,0,1,0,0,0,0
11011,They had to wash the dishes and clean the kitchen.,0,0,0,0,0,0,0,1
11012,Jane wondered if she had made a mistake moving away from her friends.,0,0,1,0,0,1,0,0
11013,"Maya spit it out, disgusted.",0,1,0,0,1,0,0,1
11014,The outlet still did not work so I called a professional.,0,0,0,0,1,0,0,0
11015,And she wanted to show her friends that she could swim.,0,1,0,1,0,0,0,0
11016,Nita's bagel was hopelessly burned!,0,0,0,0,1,1,0,0
11017,He passed the old prison he used to work at.,1,0,0,0,0,0,1,0
11018,The bank called him again when he finally was getting up.,0,1,0,1,0,0,0,0
11019,Because I was bigger and nerdy nobody let me sit with them.,0,0,0,0,1,1,0,0
11020,About a half mile out the clouds broke and sunshine radiated through.,1,0,0,1,0,0,0,0
11021,He felt his leg snap.,0,0,1,1,0,1,0,0
11022,He cooks a small batch of homemade meatballs.,1,0,0,0,0,0,1,0
11023,Her mom eventually found out.,0,0,1,1,1,1,0,1
11024,"But she over boiled the rice, and it turned to mush!",0,1,0,1,0,1,0,1
11025,"The dog chased after the bunny, pulling Sarah along with the leash.",0,0,0,1,0,0,0,0
11026,She practiced singing and dancing every day.,1,1,0,0,0,0,1,0
11027,She scraped her leg open badly.,0,1,1,1,1,1,0,0
11028,Tom realized he had to get a different alarm.,0,0,1,1,1,1,0,0
11029,Kristy turned off the tap and drank the water.,1,0,0,0,0,0,0,0
11030,My airplane flew well but it was no contest against Bill.,0,0,0,0,0,1,0,0
11031,Tears filled my eyes in front of all my students.,1,0,0,0,0,0,0,0
11032,The cool air from outside balanced out the heat.,1,0,0,0,0,0,0,0
11033,Craig spent the entire night chatting up Bill.,1,0,0,0,0,0,0,0
11034,There was a great deal on mangoes.,1,1,0,1,0,0,0,0
11035,"Although none of his friends attended church, he wanted to.",0,0,0,0,0,0,0,0
11036,She is arrested for driving drunk.,0,1,1,1,1,1,0,1
11037,She bandaged her wound and it eventually healed.,1,0,0,0,0,0,0,0
11038,Nancy had a baby boy.,1,0,0,1,0,0,1,0
11039,He did his best and thought it looked alright.,1,1,0,0,0,0,1,0
11040,Gina wanted to sit in her dad's car to be alone.,0,0,0,0,0,1,0,0
11041,Billy tries running after his dog.,0,1,1,1,1,1,0,1
11042,Ian begged his mother to take him there to play with his friends.,1,0,0,0,0,0,0,0
11043,He recommended they play tic tac toe.,1,0,0,0,0,0,0,0
11044,Conner turned on his kitchen light and it wouldn't light up.,0,0,0,1,0,0,0,0
11045,"She tried to discipline the monkey, but he would not behave.",0,1,1,1,1,1,0,1
11046,It looked to have spoiled.,0,0,0,1,0,0,0,1
11047,"While she was out, it started to rain.",0,0,1,1,1,1,0,1
11048,She can make paper planes better than I can now.,1,0,0,0,0,0,0,0
11049,She set the snake on fire and it slithered into a pile of dried leaves,0,1,1,0,1,0,0,1
11050,One of the cars tried to cut through.,0,1,1,1,1,0,0,1
11051,She was having trouble dealing with her grief.,0,0,0,0,0,0,0,0
11052,She worried that it would be a waste of time.,0,1,1,1,0,0,0,0
11053,She brought him home for dinner one evening.,1,1,0,0,0,0,1,0
11054,Dave ran back to Canada.,0,0,1,1,1,1,0,1
11055,Louise was trying to write a song.,1,1,0,0,0,0,0,0
11056,Tim had bad luck with basketball.,0,0,1,1,1,1,0,1
11057,Mindy was really sick.,0,0,0,0,0,1,0,0
11058,Susie went to a local burger joint with friends.,1,1,0,0,0,0,0,0
11059,He had plans to use the money to start a business.,1,1,0,0,0,0,0,0
11060,Camden fell off and split his head open.,0,0,1,1,1,1,0,0
11061,He wore a poncho and sombrero.,0,0,0,1,1,0,0,1
11062,I worked in a wallpaper warehouse from 1975 to 1982.,1,1,0,0,0,0,1,0
11063,Helen's parents found out and yelled at her.,0,0,1,1,1,1,0,1
11064,I guess notes really do work!,1,0,0,0,0,0,0,0
11065,She had to choose her own topic.,0,1,0,0,0,0,0,0
11066,"When the audience cleared up, Nick walked up to the band.",1,1,0,0,0,0,0,0
11067,We got bit so much we had to go home early.,0,0,0,1,0,1,0,1
11068,He was surprised he was having fun at camp.,1,1,0,1,0,0,1,0
11069,She was trying to get a visa to come to the US.,0,1,1,0,1,1,0,0
11070,His favorite thing was to roll it down the hill.,1,0,0,0,0,0,1,0
11071,He drove the tank through main street of the nearby town.,1,0,0,0,0,0,0,0
11072,"Reading the note, he discarded it with a dismissive toss.",0,0,1,1,1,0,0,1
11073,He worked especially hard on his three point shot.,1,1,0,0,0,0,1,0
11074,This is almost a normal day for Camden.,0,1,1,0,1,1,0,1
11075,Kayla couldn't watch television for a week.,0,1,1,1,0,0,0,0
11076,Mark Salzman was a fishing boat captain.,1,1,0,0,0,0,1,0
11077,Gordo loses self confidence.,0,0,1,0,0,1,0,1
11078,Adam loved to eat ice cream.,1,1,0,0,0,0,1,0
11079,"Every time she did, she took on weight.",0,1,0,0,0,1,0,0
11080,They love that she finally has a car now.,1,1,0,0,0,0,1,0
11081,"I thought it was an odd name, but I obliged.",0,0,0,1,0,0,0,0
11082,Joe had an idea.,0,1,0,0,0,0,1,0
11083,I sighed after taking a big sip.,1,0,0,0,0,0,0,0
11084,The room was nice and later that afternoon I had a place to live.,1,0,0,0,0,0,0,0
11085,I sure hope they have enough pizzas!,1,1,0,1,0,0,1,0
11086,Brian and his wife just had a baby boy.,1,0,0,0,0,0,1,0
11087,"Libby was kind and needed money badly, so she agreed.",0,1,0,1,0,0,0,0
11088,Finally she decided to google some tricks.,0,0,1,1,0,1,1,1
11089,"They headed to the pool, but it began raining heavily.",0,1,0,1,0,1,0,0
11090,He dove in to rescue Sam!,0,1,1,1,0,0,0,0
11091,I had been working outside in the garden all day.,0,0,0,0,0,0,0,0
11092,He refused to confess to anything and demanded a lawyer.,0,1,1,0,1,0,0,1
11093,One weekend she was away and I watched the movie.,1,0,0,0,0,0,0,0
11094,He was listening to music on his phone.,1,0,0,0,0,0,0,0
11095,Every Christmas Kevin received a puzzle from granny.,1,1,0,0,0,0,1,0
11096,His nightmare came back until the morning.,0,1,1,1,0,0,0,1
11097,Mary had to move to a new apartment.,0,1,1,1,0,0,0,0
11098,"Appalled, Harvey was happy to have a concrete reason to fire her.",1,0,0,1,0,0,0,0
11099,"But when I got home, I felt proud of myself.",1,0,0,0,0,0,0,0
11100,"They were only a dollar, so I bought them.",1,1,0,1,0,0,1,0
11101,She invited her to paint ceramics.,1,0,0,0,0,0,0,0
11102,She vows to eat them but never eats more than three.,0,1,0,1,0,1,1,0
11103,He had no idea that diapers cost so much money.,0,1,1,1,0,0,0,0
11104,Fred is responsible for finding a venue for his wedding.,1,1,0,0,0,0,0,0
11105,She opened the bottle of sparkling wine she had bought.,1,0,0,0,0,0,0,0
11106,The boss got mad at rose and told her to leave.,0,0,1,1,1,1,0,1
11107,She talked herself into signing up for a local talent show.,1,1,1,1,0,0,1,0
11108,Kim encouraged her creativity.,1,1,0,0,0,0,0,0
11109,One spring she set out to catch one of the frogs.,1,1,0,0,0,0,0,0
11110,Vicki was driving an antique tractor.,1,1,0,0,0,0,1,0
11111,Hank's friend Lou showed up at his house with two giant jawbreakers.,1,0,0,0,0,0,0,0
11112,Emmie was so excited to be a big sister!,1,1,0,1,0,0,1,0
11113,He was out to lunch at his favorite mexican spot.,1,1,0,1,0,0,1,0
11114,Stacy wanted to get her belly button pierced.,1,1,0,0,0,0,0,0
11115,He got to meet the police dog.,1,1,0,1,0,0,1,0
11116,"Later, Jim picked Michaela up for their date.",1,1,0,0,0,0,0,0
11117,Amy went camping.,1,1,0,0,0,0,0,0
11118,She needed to relax.,1,1,1,1,1,1,1,0
11119,After that he was a pro at basketball.,1,1,0,1,0,0,1,0
11120,Amy was on a late night drive.,1,1,0,0,0,0,0,0
11121,I went to buy a new one.,0,0,0,1,1,0,0,1
11122,Tim bought a new puppy today.,1,1,0,0,0,0,1,0
11123,Brandon was only allowed to go if he did a PowerPoint presentation.,1,1,0,0,0,0,1,0
11124,The more they drank the more extreme their views became.,0,0,0,0,1,0,0,1
11125,"Wanting to nibble on something sweet, Ryan decided to bake.",1,1,0,0,0,0,1,0
11126,I told my wife I was going to make pizza for dinner tonight.,1,1,0,0,0,0,1,0
11127,His neighborhood was having a gardening contest,1,1,0,1,0,0,1,0
11128,Julia's car was covered in dirt.,0,0,0,0,0,0,0,1
11129,Timmy told a lie.,0,0,1,0,0,1,0,1
11130,Ryan caught the ball on the inbound pass.,1,1,0,1,0,0,1,0
11131,He works very hard to save up.,1,1,0,0,0,0,0,0
11132,He said he moved as he could not hear the conversation.,1,0,0,0,0,0,1,0
11133,Lucy's food melted.,0,0,0,1,1,1,0,1
11134,Until one of the popular kids spotted him changing.,0,0,1,0,0,0,0,0
11135,I loved working on Mechanical Turk.,1,1,0,1,0,0,1,0
11136,He finally made it to work with 2 minutes to spare.,0,1,1,1,1,0,0,0
11137,The next day at work his boss fired him for lying about being sick.,0,0,1,1,1,1,0,1
11138,Ella and her friends still managed to have fun.,1,1,0,1,0,0,0,0
11139,Finally they bought a badminton set for their backyard.,1,0,0,0,0,0,0,0
